Contig	A5-S03	A5-S04	KW1-S05	KW1-S08	KW1-S11	KW1-S15	KW1-S21
A5-S04__k141_8847683	0.49187934	1.9149265	0.60634184	0.20417634	1.037123	0.8592421	0.79737043
A5-S04__k141_7693763	11.942707	26.804724	20.623878	18.893068	13.678766	21.873169	21.890224
A5-S04__k141_8486963	0.78125	1.3225447	0.2845982	1.09375	0.4888393	0.15625	0
A5-S03__k141_6182610	4	2.4985127	1.9155265	2.6543725	1.5823914	2.3319452	4.2427125
KW1-S15__k141_4424797	0.46953845	0.49415386	0.12307692	0.6252308	0.83876926	1.7729231	0.58153844
KW1-S15__k141_8796604	2.676173	1.5455382	2.599816	4.3054276	3.776449	3.6310947	2.123275
KW1-S15__k141_2081637	3.0432975	3.2544863	2.8513074	5.837464	4.971287	5.5531816	5.464251
KW1-S15__k141_1646946	1.1409214	1.1006098	2.0392954	1.6124661	0.7381436	7.432588	0.9485095
KW1-S08__k141_10811490	0.66255605	2.206278	1.5560538	4.396861	0.36883408	2.5369954	2.6434977
KW1-S08__k141_11468736	2.3311994	2.7379427	1.8860435	3.809219	2.2727273	2.26035	3.2266326
KW1-S05__k141_6952412	7.7924194	11.557922	10.639884	21.276495	11.533859	22.164059	18.084383
KW1-S21__k141_1164748	0.448	1.1176	0.748	0.5384	0.4288	1.1816	1.7576
KW1-S21__k141_2862956	2.7414188	2.1967964	3.2723112	3.6773455	6.902746	4.949657	6.067506
KW1-S21__k141_1356109	3.421833	4.1986046	4.221484	5.9414253	3.125	6.9577293	5.9259257
A5-S03__k141_3379516	1.2900517	0.36369509	0.72803617	0.27131784	0.34302327	0.31912145	0.5264858
KW1-S21__k141_2697452	1.4522822	0.92375517	1.5549792	2.200726	0.6753112	1.5186722	3.1369295
KW1-S11__k141_5610706	5.920702	5.079903	14.780267	13.513923	5.5526633	10.366828	9.48063
KW1-S05__k141_3366540	0.40379068	0.9175937	1.4886692	1.1508034	0.8652658	1.7523692	1.3395138
A5-S03__k141_2158307	1.4668219	0.8637951	1.4447031	1.9988358	1.7927823	1.862631	1.1175786
KW1-S15__k141_4712210	0.9063492	0.8148148	1.0253968	2.84709	2.45291	4.8619046	2.3703704
KW1-S05__k141_2318040	1.059872	1.713894	2.559872	1.023766	1.3135283	3.4725778	1.4424132
KW1-S21__k141_3814525	0.9221439	1.9540198	1.2770098	3.9438646	1.6818054	2.9433005	3.3142455
KW1-S05__k141_5715689	1.133987	1.2581699	2.879902	1.887255	1.4297385	1.8423202	0.98651963
KW1-S08__k141_1976748	0.28858352	0.44397464	0	1.8446089	0	0.44397464	0.29598308
A5-S04__k141_286323	0.96385545	2.0481927	1.3020654	1.0843374	0.24096386	0.8433735	0.60240966
A5-S04__k141_3790313	1.5033963	3.413585	1.3501887	0.8173585	1.0301887	2.68	1.5569811
KW1-S08__k141_4416966	4.3976226	4.2921247	4.0826154	8.786033	5.819762	6.1301637	5.6441307
KW1-S05__k141_2990471	2.806048	2.189781	4.266945	2.464025	1.286757	2.5203338	1.8978102
KW1-S05__k141_4526811	1.4325991	0.9832599	3.7449338	0.12334802	0	0.23524229	0.44405288
KW1-S21__k141_9527775	2.4533381	1.6492069	2.0649207	3.6001475	3.2132056	2.6248617	3.624493
KW1-S11__k141_7004996	0.90584415	0.39675325	1.4279221	1.7707793	2.4818182	1.0909091	1.8181819
KW1-S21__k141_1015479	1.5461489	1.1005728	3.453851	5.3322725	4.57352	7.826862	4.774666
KW1-S08__k141_5924618	1.4464912	3.505263	2.4929824	3.8526316	2.7763157	1.9649123	4.616667
KW1-S21__k141_9320243	0.5811288	2.1137567	0.55202824	0.96825397	1.5511464	2.382716	2.2962964
KW1-S11__k141_4871037	1.0356284	1.4631695	1.1256831	1.5446994	2.9798908	1.7871038	1.1254644
KW1-S05__k141_7347430	1.7440543	1.2434881	2.5662515	2.204983	0.9229898	1.1098528	2.3782558
KW1-S21__k141_1243675	0.060083285	0.08328376	0.16656752	0	0.26710293	0.22605592	4.5574064
KW1-S08__k141_8640342	0.85261875	0.91717416	1.2570037	2.454324	1.8702801	2.5834348	1.6266748
A5-S03__k141_37517	2.8052325	1.3565892	1.3565892	1.4757752	1.6279069	2.2955427	1.757752
A5-S03__k141_540824	3.5349345	0.38318777	0.46724892	0.15283842	0.49344978	0	0.16157205
A5-S04__k141_8341624	0.2609506	1.9114631	0.65237653	0.5219012	0.25163093	0.5125815	0.94315004
A5-S04__k141_332501	3.6142926	6.26138	4.116985	4.686246	5.8722467	3.7914832	5.42046
KW1-S21__k141_102773	27.948887	75.74035	62.32723	57.972733	43.308525	69.03135	70.41444
KW1-S08__k141_2007604	1.5254824	1.2614304	1.8479446	4.7768455	1.216338	4.3944	4.1888633
KW1-S15__k141_864181	2.0911708	4.2735124	6.458733	6.8953934	5.015355	12.673704	8.692898
KW1-S15__k141_8685981	3.9303823	2.9610462	3.1179075	5.407324	5.296982	5.6234207	4.841851
KW1-S08__k141_9488848	0.11414594	0.22829188	0.28536487	1.8418263	0.17121892	1.2629434	0.28536487
KW1-S15__k141_2688998	0.37963545	0.17598994	0.2916405	2.90132	1.6071653	3.670019	1.4487743
KW1-S11__k141_3267290	0.74697757	0.3626943	0.76597583	1.8635578	1.917962	0.7072539	1.2901554
KW1-S05__k141_395743	3.5920875	2.8490493	2.9556367	8.147878	7.5886307	6.4860764	5.077972
KW1-S05__k141_3486970	0.31591174	0.14285715	0.9430894	0.28803718	0.3809524	0.9570267	0.08130081
KW1-S15__k141_184319	0.8085809	0.4620462	0.57755774	0.7871287	0.98844886	2.6452146	0.6930693
A5-S03__k141_3211412	0.8530806	0.10805687	0.33364928	0.3042654	0.13270143	0.28151658	0
KW1-S05__k141_9781853	1.0521662	0.12378426	1.5570291	0.3713528	0.49160036	0.12378426	0.69496024
KW1-S21__k141_1799436	3.4255202	6.016977	5.2108436	6.8554215	6.332421	5.3543262	5.9835706
KW1-S05__k141_1428689	3.1403003	3.8385482	4.853567	4.302253	2.4499373	5.6663327	4.9259076
KW1-S15__k141_782629	9.91981	11.0815935	12.536761	19.47289	17.451307	20.655905	17.627302
KW1-S21__k141_9098470	0	0.45209903	0.5974166	1.2055974	1.3562971	0.30139935	0.9461787
KW1-S21__k141_7607919	6.174215	4.695039	4.4995446	9.051775	8.009104	7.52071	9.324192
KW1-S11__k141_5153025	3.6646175	9.43898	6.3929873	13.144353	9.0548725	14.654827	9.594034
KW1-S05__k141_5743067	2.3053892	1.1526946	3.9371257	1.9910179	0.373503	0.7941617	1.236527
A5-S03__k141_7373800	0.8237064	0.33694345	0.08423586	0.8495788	0.25270757	0.31829122	0.5336943
A5-S03__k141_7679616	2.5247226	1.8355197	1.4127145	1.6952573	1.8365288	1.295661	1.7991928
KW1-S05__k141_3307705	0.30172414	0.50287354	1.7076149	1.1063218	1.3074713	0.7011494	0.5998563
KW1-S21__k141_1663641	1.8485675	3.701228	2.0354707	2.4454298	3.2619371	3.111869	4.7939973
KW1-S08__k141_8825723	0.94860095	1.656326	1.1240876	3.078163	0.38321167	0.7144161	1.1481143
KW1-S08__k141_2945127	5.710017	6.1753163	5.38564	11.470929	9.426055	10.430793	9.239534
KW1-S08__k141_3262842	4.870731	11.579491	10.014675	11.662017	12.067941	15.676239	17.219675
A5-S04__k141_7176268	2.105623	2.9054863	1.7718339	0.7656811	0.16749273	1.0278585	0.93317384
KW1-S05__k141_94133	7.195728	16.637321	14.904101	12.302455	13.341912	13.084996	17.444782
A5-S04__k141_4391809	4.777218	6.147177	6.387097	2.420363	2.029234	3.497984	4.056452
KW1-S21__k141_3069125	2.0920925	2.239557	2.5729551	2.0431318	2.6502817	3.3155236	4.2817173
KW1-S15__k141_6680491	8.235762	5.4239635	4.953991	4.224041	2.411662	5.860035	3.6762884
KW1-S05__k141_9158677	1.6783217	0.83916086	2.1128871	1.6783217	1.1188811	0.97902095	2.097902
A5-S03__k141_4804515	10.78603	5.8217335	5.9174953	4.780556	2.5679421	5.0599074	4.9440093
KW1-S11__k141_4654384	4.6528997	2.091162	3.460518	6.585919	5.812326	6.6060348	4.17355
KW1-S08__k141_9025930	1.6912394	1.1105769	1.4209402	3.5918803	2.7003205	1.3792735	1.7895299
A5-S03__k141_6656196	6.478669	10.011946	10.704351	11.014932	8.558447	10.792235	11.543515
KW1-S08__k141_1892049	5.0831075	4.561879	3.421861	4.227642	4.219512	4.094851	4.7425475
KW1-S21__k141_8156363	6.1713085	9.066769	8.699733	9.4059515	7.8489127	8.323159	10.006867
KW1-S21__k141_2123484	1.4638047	0.33585858	0.06481481	0.52693605	0.42592594	1.1186869	1.5555556
KW1-S08__k141_8871641	0.7107345	0.47457626	1.0768361	2.89887	1.0073446	0.9728814	0.7903955
A5-S03__k141_3341261	13.353209	15.284486	15.045395	12.7102	7.734609	12.966314	12.355145
A5-S04__k141_5001920	2.0247934	3.9545455	5.785124	2.4948347	4.3667355	5.696281	4.967975
KW1-S21__k141_79904	0.27559054	0.27559054	0.5511811	0.6627297	0.73490816	0.847769	2.5793962
KW1-S08__k141_5539428	4.6511292	2.5146053	1.5371866	4.0128446	1.5661901	2.2521234	2.2643464
A5-S03__k141_2505743	1.4273356	1.0380623	0.89576125	1.2279412	0.48442906	1.0886679	1.3300173
KW1-S05__k141_2130257	0.79610074	0.5613322	1.5158408	0.29406986	0.34118602	0.4037368	0.34118602
KW1-S21__k141_144526	3.6041844	3.9357388	2.7903502	14.364646	10.517934	8.469897	10.598847
A5-S04__k141_9678883	3.3536339	3.541616	2.2168088	2.7852213	1.136825	1.81892	1.81892
KW1-S15__k141_3067404	3.3546305	8.190451	6.13322	4.87548	5.3525233	7.3940525	8.204248
KW1-S15__k141_1429129	0.7838746	0.31354985	1.0963045	1.381859	0.31354985	3.9876819	0.99664056
KW1-S15__k141_5703174	0.20028612	1.702432	0.6988555	1.0314735	1.3519313	2.8969958	1.6537912
KW1-S11__k141_436039	1.7886178	0.8130081	2.1080139	2.3391404	3.4610918	5.203252	3.4146342
KW1-S21__k141_1481193	2.785263	3.3105264	5.4357896	5.614737	5.3773685	5.617368	6.671579
KW1-S15__k141_7169521	0.16147636	0.7266436	0.96424454	0.6516724	0.80738175	1.6528258	0.80738175
A5-S03__k141_3819811	2.7399268	1.8067765	4.2838826	4.625458	2.945055	3.7380953	3.5897436
KW1-S15__k141_759931	2.4938889	3.815602	3.730152	7.41184	4.508396	5.3220854	6.5447445
KW1-S05__k141_1569995	0.89639115	3.4057043	4.2939463	1.9889406	2.1880093	3.749709	2.3963912
KW1-S15__k141_9732626	0.35672775	0.68842196	0.62583816	0.8538221	1.6812695	1.8261064	1.6830577
A5-S03__k141_3799747	2.3551297	1.9594138	1.1116122	1.373168	2.0665164	0.69334835	1.4520857
KW1-S15__k141_857620	0	0.096618354	0.19323671	0	0.19323671	1.2008282	0.09040718
KW1-S08__k141_7504076	0.45434782	0.35543478	0.39130434	2.1434782	0.76086956	1.2173913	0.8532609
KW1-S11__k141_1089081	3.6817043	6.122091	5.88328	5.9681344	4.9871106	7.186896	4.7798066
KW1-S11__k141_6882856	6.886831	22.581676	17.746042	10.396767	9.152913	10.388347	11.868979
KW1-S08__k141_2103177	3.1309288	5.4258676	5.8161073	6.966356	3.654448	6.62122	4.971302
KW1-S11__k141_38112	2.59993	3.3967476	3.1323657	3.4504285	2.402343	2.5869908	3.6882322
A5-S03__k141_2239117	2.4491804	1.8188524	1.1475409	2.959836	3.377869	1.8360655	2.5245903
KW1-S21__k141_3295567	1.1433165	0.24483234	0.7197979	0.68672484	0.24299495	0.7073955	1.7896187
A5-S04__k141_6760492	15.5408945	12.701853	14.213836	6.890463	4.8631997	9.426701	11.843796
A5-S04__k141_760297	0	0.82125986	0.53149605	0.7102362	0.88188976	0.35433072	1.5291339
KW1-S21__k141_745355	0.4603313	0.3661726	0.3661726	0.3661726	0.3661726	0.38884047	1.6695728
KW1-S05__k141_93279	4.5884438	7.988319	7.9745517	6.8032956	6.8285356	7.062161	10.423655
A5-S03__k141_8498676	1.8992137	0.62473196	0.7877055	1.5325233	1.2480344	0.79914224	1.8084346
KW1-S15__k141_1529004	2.3413887	2.749149	3.3839347	1.6123213	4.3863173	6.0840707	3.0469708
KW1-S08__k141_947705	2.8285394	3.344789	2.1729548	9.094882	6.551737	6.076952	5.5655584
KW1-S21__k141_9605568	4.68638	5.7860665	6.253808	7.1193995	3.2414875	5.2392473	5.4186826
A5-S04__k141_5503813	1.6090156	3.0423183	2.1361547	2.6099355	1.7286109	1.9218031	4.0413985
KW1-S21__k141_8252044	2.2207646	1.6952773	2.8868065	3.3324587	2.6506746	2.015742	4.7061467
KW1-S21__k141_6974068	0.60150373	1.4693878	0.90225565	1.6004297	1.2889366	0.7841031	4.6530614
KW1-S15__k141_207847	0.2550091	0.51821494	0.6976321	0.92714024	1.3278688	1.5628415	0.3306011
KW1-S15__k141_4261509	1.50625	3.356875	1.94375	6.108125	6.785	5.679375	6.18625
KW1-S15__k141_8512932	3.4076843	4.687158	3.984842	5.404	5.3462105	5.8253684	4.554842
A5-S04__k141_9910693	1.072797	1.8183908	1.6819923	1.1800766	1.2873564	2.032184	0.5210728
A5-S03__k141_513666	28.424904	36.530735	32.629814	37.12925	27.70975	38.45643	38.679577
KW1-S21__k141_9944128	1.5610745	1.0167258	1.4191587	2.8504815	1.4972124	2.3390775	4.060821
KW1-S15__k141_6309851	13.915547	9.452015	12.980806	24.258158	15.808062	18.929943	20.493282
KW1-S15__k141_45320	0.58381987	1.8743397	1.2791215	0.6616625	1.3786489	2.3714206	2.619405
KW1-S05__k141_9042096	8.421544	7.783492	8.318102	3.9987361	2.360004	3.2813532	5.419988
KW1-S21__k141_2911979	2.5004191	0.95501536	3.1134396	3.0525286	2.2609668	1.5845208	5.5118747
KW1-S21__k141_2160317	2.0038168	3.144084	2.2433207	3.5324428	2.1135497	4.847328	3.039122
KW1-S08__k141_3491038	1.7202665	0.7992388	0.7659372	2.05804	0.26641294	0.6660324	1.1636536
KW1-S15__k141_8363636	0.5007764	1.1956521	0.9068323	1.8478261	0.65217394	2.587733	0.9673913
A5-S04__k141_2038820	1.1137521	2.8913412	0.85993207	0.37181664	0.77079797	1.6018676	1.286927
KW1-S08__k141_1010771	5.3473473	13.752752	13.314815	5.8823824	5.7422423	7.6781783	7.656156
KW1-S21__k141_10077918	23.497133	13.463263	24.13601	15.20271	5.5945807	11.443981	11.682647
KW1-S21__k141_5492826	27.100077	32.542835	25.17589	38.11069	47.018196	37.689915	39.22972
KW1-S21__k141_922401	3.2587194	3.0905778	2.9151483	4.788131	4.292556	4.9713693	5.6439357
KW1-S21__k141_9306359	1.4204947	1.3922261	0.6129136	1.3064568	0.76453584	2.1352394	2.6742692
A5-S03__k141_44015	1.4886672	0.84496826	0.76155937	0.9111514	0.24116047	0.8050771	0.3662738
KW1-S05__k141_8055620	1.1603229	1.27797	2.604383	0.80738175	1.4083045	1.115917	1.615917
A5-S03__k141_3747912	3.18074	0.7416457	1.1850522	0.99425083	0.7933884	1.2597916	1.0848006
KW1-S11__k141_8298127	3.6339743	7.2553844	7.243205	8.086025	11.238975	16.035257	13.875641
KW1-S21__k141_5732902	0.29535866	0.47960618	0.2721519	0.580872	0.93108296	1.3691983	2.227145
KW1-S15__k141_8176474	4.0818863	6.623938	4.778229	9.946805	6.9210687	7.0791774	7.729467
KW1-S11__k141_1147836	0.95504963	1.1850555	1.1587857	0.5680093	3.8873322	0.67250437	1.1401051
KW1-S21__k141_7324389	1.3827782	1.054054	1.7517284	0.9679447	0.7881835	0.79195476	2.1671906
KW1-S05__k141_1450243	1.0811199	0.8040201	2.1938262	0.48456568	0.60301507	0.6647523	1.3460158
KW1-S15__k141_4603128	2.2961442	1.5530168	1.1544092	8.999643	2.8623705	8.487862	5.433417
KW1-S05__k141_3134729	0.6214807	2.7288842	1.6788322	0.85192907	0	0.8446298	0.8644421
KW1-S21__k141_386913	1.581741	0.6687898	0.59447986	1.8991507	0.52016985	0.89171976	2.822187
KW1-S15__k141_4098843	3.174219	8.584904	5.090031	5.9930835	5.676604	8.82757	6.9232054
KW1-S05__k141_2544734	30	46.11506	54.525726	45.071095	14.7951355	25.166512	30.669785
KW1-S15__k141_2687369	3.9992	2.2589333	2.6208	2.4309332	3.7202666	4.7125335	4.1717334
KW1-S05__k141_7893729	35.31538	62.58587	49.336067	67.04996	51.59758	59.105778	66.23419
KW1-S21__k141_5884836	1.2203579	1.6834452	1.2550336	3.4077182	2.2142057	3.5178971	3.7980983
KW1-S11__k141_5290524	0.5892256	1.8080808	1.4292929	1.7575758	2.7373738	2.4823232	0.93686867
KW1-S08__k141_3707850	1.3538841	0.9494451	0.99075216	2.8495684	1.02836	1.4673243	1.6368681
KW1-S11__k141_8613754	0.5915493	0.87441313	0	1.915493	3.4424882	4.2793427	0.68075114
KW1-S05__k141_3682015	1.5	2.0814145	3.341694	1.6817434	0.91200656	1.2660362	1.6743422
A5-S04__k141_8918294	0.7484066	3.6034887	0.892318	0.28178462	0.46964106	0.73800737	0.28178462
A5-S03__k141_8607178	3.2300587	4.565911	4.645676	6.7464314	2.7355163	4.5692697	4.2510495
KW1-S21__k141_10673870	1.4476945	1.1760039	0.8775409	1.120476	0.63807636	1.8269707	2.599901
KW1-S15__k141_6612346	0	0	0.18655589	0.3882175	0.10574018	1.5173717	0.42296073
A5-S04__k141_6135364	2.250591	4.035934	2.0094562	3.5744681	4.46383	4.733333	3.481324
KW1-S11__k141_4564770	0.096785344	0.048392672	0.19357069	0.24196336	3.843415	0	0.048392672
KW1-S08__k141_3236556	1.0636314	0.7076248	0.5041141	2.8540866	0.15359297	0.17114647	0.8008777
KW1-S15__k141_6515044	0.35465485	0.37555414	0.65927804	1.1443952	0.8391387	1.8606713	1.1272957
A5-S03__k141_3486887	4.956177	2.055944	2.2307692	1.7962704	1.3053613	1.2801865	2.086247
A5-S04__k141_7874831	2.9169314	5.777122	4.364503	4.70631	4.584657	6.8020883	3.301407
A5-S04__k141_3130130	2.4755416	5.8534822	3.7145352	5.178663	4.1791286	7.3541813	6.6561847
A5-S03__k141_466087	2.888389	0.7767784	1.838103	1.770646	0.98364675	2.1631234	1.6443173
KW1-S21__k141_244594	1.5949285	0.92197657	1.6352406	1.5955787	2.1404421	4.230169	3.8777633
A5-S04__k141_1379260	0.9773124	1.1687027	1.0645725	1.3502036	2.0180337	1.0820245	1.4502618
A5-S04__k141_6036192	1.3487134	2.216504	0.7453416	0.99378884	0.364685	0.3726708	0.3726708
KW1-S21__k141_580679	0	0.39673913	0.27173913	0.26847827	0.3043478	0.3043478	1.6630435
KW1-S21__k141_7015465	1.0346382	0.31540412	1.0633625	2.0298507	0.79892987	2.3308928	2.6372852
KW1-S11__k141_4738075	0.097222224	0.5673611	0.5763889	1.1215278	4.4416666	1.2430556	0.91597223
KW1-S08__k141_4712094	0.8550805	0.29650193	0.42531925	1.337035	0	0.07773459	0.37923375
A5-S04__k141_344576	1.6390404	3.248637	0.610687	0.16575791	0.8396947	0.81461287	0.7633588
KW1-S21__k141_3674376	5.770896	5.367168	6.434794	6.3118377	4.838718	8.201373	7.4215174
KW1-S05__k141_4169463	0.39106146	0.35055867	0.9587989	0.6843575	0.7821229	0.4622905	1.3652234
KW1-S08__k141_4922410	0.81223387	1.9190863	1.3151374	2.9210222	0.8881146	3.622532	2.844367
A5-S04__k141_6041697	0.5683721	3.7488372	1.4325582	0.81860465	0.71255815	0.89581394	0.9116279
KW1-S11__k141_728187	13.179126	16.466505	15.385665	24.272959	29.884266	18.892405	19.931925
A5-S04__k141_5449784	3.5498192	3.4532783	2.801239	4.3758388	2.7671657	2.3329892	2.0191016
A5-S04__k141_6117921	2.2545915	4.272958	2.2165928	6.736542	3.3926535	6.751108	6.082964
A5-S03__k141_5588749	52.964264	90.56916	104.09729	111.48048	70.81469	91.56783	106.460625
KW1-S15__k141_3796639	0.89001906	0.5340114	1.2460268	0.7120153	0.31849968	2.2078831	0.7120153
KW1-S05__k141_9523641	0.3532513	1.5105448	1.7987697	1.2196836	0.73813707	0.16608085	0.6151142
A5-S03__k141_5248555	5.304167	4.290278	3.2715278	3.8118055	2.9930556	6.4881945	2.3041666
A5-S04__k141_503242	0.14492753	1.3933748	0.2774327	0.14492753	0.14492753	0.14492753	0.5797101
KW1-S08__k141_4056589	0.3185438	0.45620024	0.39362913	1.6518772	0.3185438	0.1592719	0.1592719
KW1-S08__k141_6865221	0.56	0	0.74666667	5.4306664	1.5353333	3.1733334	4.082
KW1-S15__k141_1412097	0.3159204	0.54228854	0.17412935	0.954602	0.4353234	2.8781095	1.7624378
KW1-S08__k141_3258554	1.3676327	1.4588082	1.2764572	3.1377401	2.3591664	1.4545751	1.2491045
A5-S03__k141_3985184	6.324493	8.711389	8.975663	10.634321	9.500468	10.88674	10.624961
KW1-S21__k141_6957982	0.9240924	1.3861386	1.7436744	0.4620462	0.6116612	1.2805281	1.3036304
KW1-S21__k141_9709097	6.2488236	7.4347057	5.9517646	11.561176	11.094706	10.054706	10.975294
KW1-S15__k141_4260281	0.27263877	0.13631938	0.54527754	0.98734176	1.4186952	0.96397275	0.6815969
KW1-S11__k141_311917	2.5068955	3.1556492	2.4194884	7.220848	5.718679	3.8075752	4.287277
A5-S03__k141_8172416	2.5389235	1.967804	1.639236	2.1790004	1.5609082	2.4256368	2.3075445
KW1-S05__k141_7644000	1.9882666	1.9021474	3.038521	2.7892406	1.5556786	1.6661501	1.9050255
KW1-S15__k141_1971902	2.5358038	2.0095143	1.4321482	2.8978467	2.1221833	4.424136	3.0490737
KW1-S21__k141_6894517	3.800418	2.5308256	2.319749	1.3500522	1.0240334	3.9498432	2.6812956
KW1-S15__k141_4194131	0.5235244	1.2763045	0.83832335	1.0778443	0.6552609	1.8195039	1.188195
A5-S04__k141_5392297	1.3643892	1.4730849	0.32091096	0.41304347	0.7670807	0.9710145	0.505176
KW1-S15__k141_2738798	2.1060097	4.233984	3.3929224	3.8814826	4.6595483	6.9707136	4.825198
KW1-S21__k141_6707874	8.1754265	12.486947	9.445179	11.854159	11.048034	9.775496	13.874
A5-S04__k141_3997410	19.06858	29.813116	23.422632	38.287613	34.09087	38.162453	35.039005
A5-S03__k141_7833832	1.8381503	0.8612717	0.55144507	0.30057803	0.94104046	0.9734104	0.9144509
KW1-S21__k141_5886113	3.7932703	6.84779	4.603603	5.0295215	3.763749	3.3871915	5.4117928
KW1-S15__k141_4297303	0.85072654	2.136856	2.122589	2.6491413	1.568296	5.7043595	3.2332892
A5-S04__k141_6214729	0	0.66888154	0	0.19269103	0	0	0
A5-S03__k141_6535451	17.990713	13.660376	13.3410225	7.5511284	4.732175	8.733872	10.47144
KW1-S05__k141_6077088	0	0.16055046	4.9111238	0	0	0.008600918	0
KW1-S08__k141_4864469	2.240263	2.687911	2.4324734	3.5983813	2.0343955	1.9828023	2.5462823
KW1-S15__k141_6497622	1.3357921	2.9807985	2.0473013	3.7968621	2.1005738	6.607072	3.7359793
KW1-S11__k141_8198232	2.5833333	4.5246735	3.9684324	4.5078616	4.26403	7.046202	4.96299
KW1-S05__k141_2465896	1.2812413	2.3676264	2.8002517	3.0490634	2.3504333	1.4907744	3.1216104
KW1-S21__k141_4745376	0.96	2.392	1.92	1.44	0.32	1.2468572	2.4697144
KW1-S05__k141_8475137	8.108155	12.274725	20.115095	18.477154	14.981492	20.647774	19.76981
KW1-S08__k141_11452524	0.6796116	1.9669902	1.0873786	4.538835	3.262136	3.1660194	3.4893203
KW1-S21__k141_1646709	1.5702393	0.76205343	1.822754	0.8688866	1.3735693	1.1168921	5.7769685
KW1-S05__k141_5921660	0.64091307	0.9148376	1.5171202	2.2870939	0.9736611	2.2265146	0.49165934
A5-S04__k141_4345721	0.19021739	1.2710598	0.6086956	1.3240489	1.0461956	1.4184783	1.0434783
KW1-S15__k141_8023379	0.65694356	2.3278377	1.4648066	1.3747622	1.0634116	3.5960684	2.417882
KW1-S05__k141_3819551	4.3387623	6.015356	6.415542	5.8980923	5.3145647	9.232201	6.3987904
KW1-S05__k141_6288682	0	0	0.54680663	0.24496938	0.24496938	0.6124234	0.24496938
KW1-S15__k141_4025496	2.905917	3.515068	2.2774715	4.110805	3.2851892	7.6201763	4.3482175
KW1-S05__k141_7152431	2	2.2190475	2.8838096	2.922857	1.847619	4.266667	2.9333334
KW1-S11__k141_8540524	0	0.2780536	0.27408144	0.41708043	1.2492552	0	0
KW1-S08__k141_1351114	1.3781513	2.487395	1.9807923	2.729652	1.6412965	2.5786314	2.2991598
KW1-S05__k141_7042425	1.0724138	1.0862069	1.1784483	0.3025862	0.2413793	0.12068965	0.4827586
